개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
주월1동 행정복지센터 회의실(2층),주월1동 행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 회서로21번가길 13,광주광역시 남구 주월동 493-13,광주광역시 남구청,주월1동행정복지센터,062-607-4878,,35.13193144,126.8933306,2025-03-03,3610000,광주광역시 남구
백운2동 행정복지센터 회의실(2층),백운2동 행정복지센터,회의실,월+목+금+토+일+공휴일,15:00,18:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 진다리로6번길 9,광주광역시 남구 백운동 621-9,광주광역시 남구청,백운2동행정복지센터,062-607-4752,,35.13610088,126.9023139,2025-03-03,3610000,광주광역시 남구
백운1동 행정복지센터 회의실(2층),백운1동 행정복지센터,회의실,화+금+토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 독립로54번길 20,광주광역시 남구 백운동 73-3,광주광역시 남구청,백운1동행정복지센터,062-607-4727,,35.13831112,126.9039001,2025-03-03,3610000,광주광역시 남구
월산5동 행정복지센터 회의실,월산5동 행정복지센터,회의실,수+토+일+공휴일,14:00,18:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 군분로82번길 14,광주광역시 남구 월산동 1012-1,광주광역시 남구청,월산5동행정복지센터,062-607-4702,,35.14090871,126.8929897,2025-03-03,3610000,광주광역시 남구
월산4동 행정복지센터 회의실,월산4동 행정복지센터,회의실,토+일+공휴일,09:00,17:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 대남대로390번길 11,광주광역시 남구 월산동 949,광주광역시 남구청,월산4동행정복지센터,062-607-4697,,35.14668993,126.8908378,2025-03-03,3610000,광주광역시 남구
월산동 행정복지센터 회의실,월산동 행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 덕림2길 3,광주광역시 남구 월산동 31-2,광주광역시 남구청,월산동행정복지센터,062-607-4652,,35.14760854,126.9026118,2025-03-03,3610000,광주광역시 남구
사직동 행정복지센터 다목적실(지하),사직동 행정복지센터,회의실,토+일+공휴일,10:00,17:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 중앙로95번길 14,광주광역시 남구 서동 147-11,광주광역시 남구청,사직동행정복지센터,062-607-4627,,35.14575234,126.9079955,2025-03-03,3610000,광주광역시 남구
사직동 행정복지센터 회의실(2층),사직동 행정복지센터,회의실,토+일+공휴일,10:00,17:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 중앙로95번길 14,광주광역시 남구 서동 147-11,광주광역시 남구청,사직동행정복지센터,062-607-4627,,35.14575234,126.9079955,2025-03-03,3610000,광주광역시 남구
봉선2동 행정복지센터 회의실(3층),봉선2동 행정복지센터,회의실,토+일+공휴일,10:00,17:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 봉선중앙로26번길 10,광주광역시 남구 봉선동 115,광주광역시 남구청,봉선2동행정복지센터,062-607-4604,,35.12344241,126.9137342,2025-03-03,3610000,광주광역시 남구
봉선2동 행정복지센터 회의실(2층),봉선2동 행정복지센터,회의실,토+일+공휴일,10:00,17:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 봉선중앙로26번길 10,광주광역시 남구 봉선동 115,광주광역시 남구청,봉선2동행정복지센터,062-607-4604,,35.12344241,126.9137342,2025-03-03,3610000,광주광역시 남구
제천어울림체육센터 소형풀장,제천어울림체육센터,기타,월+일+공휴일,09:00,18:00,09:00,16:00,Y,2,2000,2,,10,214.31,수중자전거+부력기구 6종,방문,,충청북도 제천시 관전로 70,충청북도 제천시 신백동 412,충청북도 제천시청 시설관리사업소,,043-653-9993,https://jcfmc.jecheon.go.kr,37.130652,128.229932,2025-07-01,4400000,충청북도 제천시
제천어울림체육센터 체력단련실,제천어울림체육센터,기타,월+공휴일,07:00,20:00,08:00,16:00,Y,2,2500,2,,20,215.57,헬스기구 및 장비,방문,,충청북도 제천시 관전로 70,충청북도 제천시 신백동 412,충청북도 제천시청 시설관리사업소,,043-653-9993,https://jcfmc.jecheon.go.kr,37.130652,128.229932,2025-07-01,4400000,충청북도 제천시
제천국민체육센터,제천국민체육센터,기타,일+공휴일,06:00,22:00,06:00,16:00,Y,2,월 자유수영 55000+월 수영강습 75000+월 자유헬스 40000 + 월 헬스강습 50,,,1000,4336,북카페,인터넷+방문,,충청북도 제천시 대학로290,충청북도 제천시 신월동 1534,충청북도 제천시청 시설관리사업소,,043-642-0558,https://jcsports.or.kr,37.17292679,128.1927812,2025-07-01,4400000,충청북도 제천시
올림픽기념 국민생활관 체육관,올림픽기념 국민생활관,체육관,연중무휴,09:00,22:00,06:00,22:00,Y,,,,,,,,,,충청북도 청주시 서원구 흥덕로 69,충청북도 청주시 서원구 사직동 755,청주시설관리공단,,,,36.64209999,127.469677,2025-06-25,5710000,충청북도 청주시
김수녕양궁장 트랙,김수녕양궁장,기타,연중무휴,05:00,22:00,05:00,22:00,Y,,,,,,,,,,충청북도 청주시 상당구 1순환로1514번길 89,충청북도 청주시 상당구 용정동 252,청주시설관리공단,,,,36.6265125,127.5269309,2025-06-25,5710000,충청북도 청주시
동탄목동이음터 510호(개인연습실-미),동탄목동이음터,강의실,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 동탄순환대로20길 6,,동탄목동이음터,,,,37.18938961,127.1243164,2025-06-30,5530000,경기도 화성시
동탄목동이음터 509호(개인연습실-파),동탄목동이음터,강의실,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 동탄순환대로20길 6,,동탄목동이음터,,,,37.18938961,127.1243164,2025-06-30,5530000,경기도 화성시
동탄목동이음터 508호(개인연습실-솔),동탄목동이음터,강의실,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 동탄순환대로20길 6,,동탄목동이음터,,,,37.18938961,127.1243164,2025-06-30,5530000,경기도 화성시
동탄목동이음터 507호(개인연습실-라),동탄목동이음터,강의실,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 동탄순환대로20길 6,,동탄목동이음터,,,,37.18938961,127.1243164,2025-06-30,5530000,경기도 화성시
동탄목동이음터 506호(개인연습실-시),동탄목동이음터,강의실,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 동탄순환대로20길 6,,동탄목동이음터,,,,37.18938961,127.1243164,2025-06-30,5530000,경기도 화성시
동탄목동이음터 505호(개인연습실-높은도),동탄목동이음터,강의실,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 동탄순환대로20길 6,,동탄목동이음터,,,,37.18938961,127.1243164,2025-06-30,5530000,경기도 화성시
효문 풋살구장,효문 풋살구장,풋살경기장,신정+설 연휴+추석 연휴+근로자의 날,06:00,22:00,06:00,22:00,Y,,(평일) 15000원+(주말·공휴일) 20000원,,,,,,온라인접수,,울산광역시 북구 연암17길 20-1,울산광역시 북구 연암동 265-39,울산광역시 북구 시설관리공단,시설관리팀,052-255-5545,,35.587034,129.370997,2023-07-01,B554046,울산광역시북구시설관리공단
중계본동주민센터 탁구장(지하1층),중계본동주민센터,다목적실,일,10:00,22:00,10:00,13:00,N,,,,,10,35,,공공서비스예약시스템,공공서비스예약시스템 미등록,서울특별시 노원구 중계로 143,,서울특별시 노원구청,중계본동주민센터,02-2116-2615,,37.64780328,127.0802862,2024-07-12,3100000,서울특별시 노원구
중계본동주민센터 공유부엌,중계본동주민센터,다목적실,일,09:00,18:00,09:00,18:00,N,,,,,10,,,공공서비스예약시스템,공공서비스예약시스템 미등록,서울특별시 노원구 중계로 143,,서울특별시 노원구청,중계본동주민센터,02-2116-2615,,37.64780328,127.0802862,2024-07-12,3100000,서울특별시 노원구
노원평생교육원 강당(2층),노원평생교육원,강당,일,09:00,21:00,09:00,17:00,Y,1,30000,1,30000,100,142.2,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 동일로217길48,,서울특별시 노원구청,평생학습과,02-2116-4002,http://yeyak.seoul.go.kr/,37.653072,127.057942,2024-07-12,3100000,서울특별시 노원구
노원평생교육원 강의실(4층),노원평생교육원,강의실,일,09:00,21:00,09:00,17:00,Y,1,10000,1,10000,20,92.1,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 동일로217길48,,서울특별시 노원구청,평생학습과,02-2116-4002,http://yeyak.seoul.go.kr/,37.653072,127.057942,2024-07-12,3100000,서울특별시 노원구
노원평생교육원 밴드연습실(지하2층),노원평생교육원,다목적실,일,09:00,21:00,09:00,17:00,Y,1,15000,1,15000,20,65.5,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 동일로217길48,,서울특별시 노원구청,평생학습과,02-2116-4002,http://yeyak.seoul.go.kr/,37.653072,127.057942,2024-07-12,3100000,서울특별시 노원구
노원평생교육원 동아리방(7층),노원평생교육원,동아리실,일,09:00,21:00,09:00,17:00,Y,1,5000,1,5000,20,41.3,,공공서비스예약시스템,공공서비스예약시스템에 등록,서울특별시 노원구 동일로217길48,,서울특별시 노원구청,평생학습과,02-2116-4002,http://yeyak.seoul.go.kr/,37.653072,127.057942,2024-07-12,3100000,서울특별시 노원구
오산시 신장동행정복지센터 본관2층 회의실,오산시 신장동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,10,,,방문+전화,,경기도 오산시 문헌공로 45,경기도 오산시 금암동 495-2,경기도 오산시 신장동행정복지센터,행정팀,031-8036-6294,https://www.osan.go.kr/,37.1766424,127.0545688,2025-06-30,4000000,경기도 오산시
오산시 신장동행정복지센터 본관3층 회의실,오산시 신장동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,40,,,방문+전화,,경기도 오산시 문헌공로 45,경기도 오산시 금암동 495-2,경기도 오산시 신장동행정복지센터,행정팀,031-8036-6294,https://www.osan.go.kr/,37.1766424,127.0545688,2025-06-30,4000000,경기도 오산시
오산시 세마동행정복지센터 대강당,오산시 세마동행정복지센터,강당,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,40,,,인터넷,,경기도 오산시 독산성로 419,경기도 오산시 세교동 595-2,경기도 오산시 세마동행정복지센터,행정팀,031-8036-6661,https://www.osan.go.kr/,37.18830046,127.0408252,2025-06-30,4000000,경기도 오산시
오산시 대원동행정복지센터 본관2층 소회의실,오산시 대원동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,20000,1,5000,30,,냉난방,인터넷+방문,,경기도 오산시 오산로132번길 28,경기도 오산시 원동 404-8,경기도 오산시 대원동행정복지센터,행정팀,031-8036-6236,https://www.osan.go.kr/,37.13861996,127.0717161,2025-06-30,4000000,경기도 오산시
오산시 대원동행정복지센터 본관4층 대회의실,오산시 대원동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,40000,1,10000,100,,냉난방+음향장비,인터넷+방문,,경기도 오산시 오산로132번길 28,경기도 오산시 원동 404-8,경기도 오산시 대원동행정복지센터,행정팀,031-8036-6236,https://www.osan.go.kr/,37.13861996,127.0717161,2025-06-30,4000000,경기도 오산시
오산시 남촌동행정복지센터 다목적실,오산시 남촌동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,20,,,전화+ 인터넷,,경기도 오산시 청학로 55-5,경기도 오산시 청학동 16-6,경기도 오산시 남촌동행정복지센터,행정팀,031-8036-6265,https://www.osan.go.kr/,37.15458731,127.0634552,2025-06-30,4000000,경기도 오산시
오산시 남촌동행정복지센터 대회의실,오산시 남촌동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,50,,,전화+ 인터넷,,경기도 오산시 청학로 55-5,경기도 오산시 청학동 16-6,경기도 오산시 남촌동행정복지센터,행정팀,031-8036-6265,https://www.osan.go.kr/,37.15458731,127.0634552,2025-06-30,4000000,경기도 오산시
제천테니스장,제천테니스장,테니스장,연중무휴,09:00,22:00,09:00,22:00,N,,,,,2000,32397,휴게시설 1동+휴게공원 1식+주차장 1식,방문+전화,,충청북도 제천시 북부로 1860,충청북도 제천시 신동 642-3,충청북도 제천시청 시설관리사업소,,043-641-5602,https://jcfmc.jecheon.go.kr,37.12556968,128.1723422,2025-07-01,4400000,충청북도 제천시
제천소프트테니스장 올림픽스포츠센터,제천소프트테니스장,기타,연중무휴,09:00,22:00,09:00,22:00,N,,,,,300,1200,야간조명시설 4조 80등+화장실,방문+전화,,충청북도 제천시 숭의로 85,충청북도 제천시 화산동 128-1,충청북도 제천시청 시설관리사업소,,043-641-5596,https://jcfmc.jecheon.go.kr,37.130876,128.215999,2025-07-01,4400000,충청북도 제천시
궁도장,궁도장,기타,연중무휴,09:00,22:00,09:00,22:00,N,,,,,300,11053,사무실+회의실+화장실+주차장 1식,방문+전화,,충청북도 제천시 세명로 21,충청북도 제천시 모산동 110,충청북도 제천시청 시설관리사업소,,043-641-5596,https://jcfmc.jecheon.go.kr,37.180072,128.204461,2025-07-01,4400000,충청북도 제천시
봉양건강축구캠프장 축구장,봉양건강축구캠프장,축구장,연중무휴,06:00,22:00,06:00,22:00,Y,3,(평일)30000+(주말)40000,3,,3000,100139,숙소 20실+다목적회의실+사무실+체력단련실+식당+풋살장 2면관람석+주차장,방문+전화,,충청북도 제천시 봉양읍 팔송로 77,충청북도 제천시 봉양읍 연박리 927,충청북도 제천시청 시설관리사업소,,043-648-7330,https://jcfmc.jecheon.go.kr,37.137905,128.112701,2025-07-01,4400000,충청북도 제천시
제천족구장,제천족구장,족구장,연중무휴,06:00,22:00,06:00,22:00,Y,2,(입장료)2000,,,1000,6279,야외족구장 1면,방문+전화,,충청북도 제천시 세명로 23,충청북도 제천시 모산동 114,충청북도 제천시청 시설관리사업소,,043-641-5596,https://jcfmc.jecheon.go.kr,37.180043,128.205418,2025-07-01,4400000,충청북도 제천시
도량동 주민센터 주민정보이용실,도량동 주민센터,기타,토+일+공휴일,09:00,18:00,00:00,00:00,N,0,,0,0,,,,방문,,경상북도 구미시 문장로12길 1,경상북도 구미시 도량동 792-254,경상북도 구미시청,도량동행정복지센터,054-480-7486,,36.140501,128.332552,2025-06-20,5080000,경상북도 구미시
중산 풋살구장,중산 풋살구장,풋살경기장,신정+설 연휴+추석 연휴+근로자의 날,06:00,22:00,06:00,22:00,Y,,(평일) 15000원+(주말·공휴일) 20000원,,,,,,온라인접수,,울산광역시 북구 산업로 1643,울산광역시 북구 중산동 789-2,울산광역시 북구 시설관리공단,시설관리팀,052-255-5545,,35.658806,129.341334,2023-07-01,B554046,울산광역시북구시설관리공단
효문운동장,효문운동장 축구장,축구장,신정+설 연휴+추석 연휴+근로자의 날,06:00,22:00,06:00,22:00,Y,,(평일) 30000원+(주말·공휴일) 55000원,,,,,,온라인접수,,울산광역시 북구 연암17길 20-1,울산광역시 북구 연암동 265-39,울산광역시 북구 시설관리공단,시설관리팀,052-255-5545,,35.587034,129.370997,2023-07-01,B554046,울산광역시북구시설관리공단
염포운동장,염포운동장 축구장,축구장,신정+설 연휴+추석 연휴+근로자의 날,06:00,18:00,06:00,18:00,Y,,(평일) 30000원+(주말·공휴일) 55000원,,,,,,온라인접수,,울산광역시 북구 중리8길 18-26,울산광역시 북구 염포동 377-1,울산광역시 북구 시설관리공단,시설관리팀,052-255-5545,,35.531602,129.395876,2023-07-01,B554046,울산광역시북구시설관리공단
송정 풋살구장,송정풋살구장,풋살경기장,신정+설 연휴+추석 연휴+근로자의 날,06:00,22:00,06:00,22:00,Y,,(평일) 15000원+(주말·공휴일) 20000원,,,,,,온라인접수,,울산광역시 북구 산업로 1643,울산광역시 북구 중산동 789-2,울산광역시 북구 시설관리공단,시설관리팀,052-255-5545,,35.598063,129.362794,2023-07-01,B554046,울산광역시북구시설관리공단
화봉 풋살구장,화봉 풋살구장,풋살경기장,신정+설 연휴+추석 연휴+근로자의 날,06:00,18:00,06:00,18:00,Y,,(평일) 15000원+(주말·공휴일) 20000원,,,,,,온라인접수,,울산광역시 북구 송내1길 15,울산광역시 북구 화봉동 445-1,울산광역시 북구 시설관리공단,시설관리팀,052-255-5545,,35.598063,129.362794,2023-07-01,B554046,울산광역시북구시설관리공단
목포실내체육관 테니스장,목포실내체육관,테니스장,월요일,09:00,18:00,09:00,18:00,Y,,,,,,,,,,전라남도 목포시 대양로 286,,전라남도 목포시청,체육시설관리사무소,061-270-4093,,34.82410607,126.4072451,2025-03-07,4800000,전라남도 목포시
목포실내체육관 파크골프장,목포실내체육관,골프장,월요일,09:00,18:00,09:00,18:00,N,,,,,,,,,,전라남도 목포시 대양로 286,,전라남도 목포시청,체육시설관리사무소,061-270-4093,,34.82410607,126.4072451,2025-03-07,4800000,전라남도 목포시
목포실내체육관 궁도장,목포실내체육관,기타,월요일,09:00,18:00,09:00,18:00,Y,,,,,,,,,,전라남도 목포시 양을로 397번길 90,,전라남도 목포시청,체육시설관리사무소,061-270-4093,,34.82446051,126.4104989,2025-03-07,4800000,전라남도 목포시
부주산국제클라이밍센터,부주산국제클라이밍센터,기타,월요일,09:00,18:00,09:00,18:00,Y,,,,,,,,,,전라남도 목포시 부주로 132-12,,전라남도 목포시청,체육시설관리사무소,061-273-8848,,34.81747542,126.4406206,2025-03-07,4800000,전라남도 목포시
부주산국제파크골프장,부주산국제파크 골프장,골프장,월요일,09:00,18:00,09:00,18:00,Y,,,,,,,,,,전라남도 목포시 부주로 159,전라남도 목포시 옥암동 256-1,전라남도 목포시청,체육시설관리사무소,061-284-2035,,34.81862382,126.4435161,2025-03-07,4800000,전라남도 목포시
영산호 카누경기장,영산호 카누경기장,기타,월요일,09:00,18:00,09:00,18:00,N,,,,,,,,,,전라남도 목포시 남악로 22-5,,전라남도 목포시청,체육시설관리사무소,061-270-4093,,34.80178811,126.4420276,2025-03-07,4800000,전라남도 목포시
부주산테니스장,부주산테니스장,테니스장,월요일,08:00,21:00,09:00,18:00,Y,,,,,,,,,,전라남도 목포시 부주로 160,전라남도 목포시 옥암동 636-1,전라남도 목포시청,체육시설관리사무소,061-284-2035,,34.81805748,126.4436352,2025-03-07,4800000,전라남도 목포시
부주산축구장,부주산축구장,축구장,월요일,09:00,18:00,09:00,18:00,N,,,,,,,,,,전라남도 목포시 부주로 160,전라남도 목포시 옥암동 636-1,전라남도 목포시청,체육시설관리사무소,061-284-2035,,34.81805748,126.4436352,2025-03-07,4800000,전라남도 목포시
부주산족구장,부주산족구장,족구장,월요일,09:00,18:00,09:00,18:00,N,,,,,,,,,,전라남도 목포시 부주로 160,전라남도 목포시 옥암동 636-1,전라남도 목포시청,체육시설관리사무소,061-284-2035,,34.81805748,126.4436352,2025-03-07,4800000,전라남도 목포시
부주산산악자전거경기장,부주산산악자전거경기장,기타,월요일,09:00,18:00,09:00,18:00,N,,,,,,,,,,전라남도 목포시 부주로 312,전라남도 목포시 옥암동 산 26-1,전라남도 목포시청,체육시설관리사무소,061-284-2035,,34.81191137,126.4367126,2025-03-07,4800000,전라남도 목포시
목포야구장,목포야구장,야구장,월요일,09:00,12:00,09:00,18:00,N,,,,,,,,,,전라남도 목포시 대양산단로 57,,전라남도 목포시청,체육시설관리사무소,061-270-4093,,34.82649261,126.3988989,2025-03-07,4800000,전라남도 목포시
목포리틀야구장,목포리틀야구장,야구장,월요일,09:00,18:00,09:00,18:00,N,,,,,,,,,,전라남도 목포시 남악로 22-5,,전라남도 목포시청,체육시설관리사무소,061-270-4093,,34.801784,126.4420276,2025-03-07,4800000,전라남도 목포시
대촌동 행정복지센터 회의실,대촌동 행정복지센터,회의실,토+일+공휴일,13:00,17:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 포충로 591,광주광역시 남구 지석동 212-2,광주광역시 남구청,대촌동행정복지센터,062-607-4878,,35.08133849,126.8335819,2025-03-03,3610000,광주광역시 남구
송암동 행정복지센터 회의실,송암동 행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 송암로 66,광주광역시 남구 송하동 370-2,광주광역시 남구청,송암동행정복지센터,062-607-4858,,35.11153803,126.8771096,2025-03-03,3610000,광주광역시 남구
효덕동 행정복지센터 회의실(3층),효덕동 행정복지센터,회의실,월+화+금+토+일+공휴일,14:00,18:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 화산로 15,광주광역시 남구 진월동 500-1,광주광역시 남구청,효덕동행정복지센터,062-607-4828,,35.11227166,126.8984372,2025-03-03,3610000,광주광역시 남구
주월2동 행정복지센터 회의실(2층),주월2동 행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 군분로13번길 12,광주광역시 남구 주월동 974-174,광주광역시 남구청,주월2동행정복지센터,062-607-4802,,35.13469041,126.8942399,2025-03-03,3610000,광주광역시 남구
계룡시민체육관,시민체육관,다목적경기장,연중무휴,06:00,22:00,06:00,22:00,Y,4,130500,4,130500,2000,5143,다목적실+펜싱연습장 등,"인터넷,방문",https://gyeryong.go.kr/ac/,충청남도 계룡시 엄사면 계백로 2935,충청남도 계룡시 엄사면 유동리 269-1,계룡시청,공공시설사업소,042-840-3714,https://gyeryong.go.kr/ac/,36.2698355241,127.2332728117,2023-07-07,5580000,충청남도 계룡시
주교7리(주용연립정자)야외운동기구,주교7리(주용연립정자),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 주교리 337-5,예산읍행정복지센터,총무팀,041-339-8981,,36.67962374,126.8301922,2024-08-07,4610000,충청남도 예산군
주교3리(마을회관)야외운동기구,주교3리(마을회관),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 주교리 68,예산읍행정복지센터,총무팀,041-339-8981,,36.6754511,126.834377,2024-08-07,4610000,충청남도 예산군
창소2리(창소유수지공원)야외운동기구,창소2리(창소유수지공원),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 창소리 151-2,예산읍행정복지센터,총무팀,041-339-8981,,36.68191684,126.8520004,2024-08-07,4610000,충청남도 예산군
창소3리(마을회관)야외운동기구,창소3리(마을회관),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 창소리 287-9,예산읍행정복지센터,총무팀,041-339-8981,,36.7303277,126.8406832,2024-08-07,4610000,충청남도 예산군
향천리(금오산)야외운동기구,향천리(금오산),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 향천리 56,예산읍행정복지센터,총무팀,041-339-8981,,36.68972662,126.8612991,2024-08-07,4610000,충청남도 예산군
향천리(삽티공원)야외운동기구,향천리(삽티공원),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 향천리 산67-1,예산읍행정복지센터,총무팀,041-339-8981,,36.679225,126.858473,2024-08-07,4610000,충청남도 예산군
향천리(옻샘약수터)야외운동기구,향천리(옻샘약수터),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 향천리 산75,예산읍행정복지센터,총무팀,041-339-8981,,36.6872023,126.8596396,2024-08-07,4610000,충청남도 예산군
예산3리(유성빌라)야외운동기구,예산3리(유성빌라),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,충청남도 예산군 예산읍 아리랑로 185-5,,예산읍행정복지센터,총무팀,041-339-8981,,36.68428279,126.8485826,2024-08-07,4610000,충청남도 예산군
주교1리(공터)야외운동기구,주교1리(공터),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 주교리 213-27,예산읍행정복지센터,총무팀,041-339-8981,,36.68576115,126.8306673,2024-08-07,4610000,충청남도 예산군
예산1리(군청입구택시승강장)야외운동기구,예산1리(군청입구택시승강장),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 예산리 784,예산읍행정복지센터,총무팀,041-339-8981,,36.67992769,126.8460156,2024-08-07,4610000,충청남도 예산군
예산2리(삼미아파트)야외운동기구,예산2리(삼미아파트),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,충청남도 예산군 예산읍 예산로233번길 13,,예산읍행정복지센터,총무팀,041-339-8981,,36.68142281,126.8508151,2024-08-07,4610000,충청남도 예산군
간양2리(마을회관)야외운동기구,간양2리(마을회관),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 간양리 91-5,예산읍행정복지센터,총무팀,041-339-8981,,36.72644684,126.8673489,2024-08-07,4610000,충청남도 예산군
발연2리(공원)야외운동기구,발연2리(공원),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 발연리 94-1,예산읍행정복지센터,총무팀,041-339-8981,,36.6965559,126.8355751,2024-08-07,4610000,충청남도 예산군
발연4리(휴먼시아)야외운동기구,발연4리(휴먼시아),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 발연리 115-1,예산읍행정복지센터,총무팀,041-339-8981,,36.69666303,126.8348235,2024-08-07,4610000,충청남도 예산군
예산1리야외운동기구,예산1리,기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,충청남도 예산군 예산읍 임성로1번길 9,,예산읍행정복지센터,총무팀,041-339-8981,,36.67818849,126.8488564,2024-08-07,4610000,충청남도 예산군
예산4리야외운동기구,예산4리,기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 예산읍 예산리 272-6,예산읍행정복지센터,총무팀,041-339-8981,,36.67810347,126.8513468,2024-08-07,4610000,충청남도 예산군
영흥빌라야외운동기구,영흥빌라,기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,충청남도 예산군 예산읍 예중길 59,,예산읍행정복지센터,총무팀,041-339-8981,,36.679799,126.8354737,2024-08-07,4610000,충청남도 예산군
평화2차아파트야외운동기구,평화2차아파트,기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,충청남도 예산군 예산읍 예산로 118-10,,예산읍행정복지센터,총무팀,041-339-8981,,36.67863345,126.8369322,2024-08-07,4610000,충청남도 예산군
주교5리야외운동기구,주교5리,기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,충청남도 예산군 예산읍 예산산업단지안길 8,,예산읍행정복지센터,총무팀,041-339-8981,,36.6825188,126.8180374,2024-08-07,4610000,충청남도 예산군
청정사야외운동기구,청정사,기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,충청남도 예산군 예산읍 아리랑로 93-15,,예산읍행정복지센터,총무팀,041-339-8981,,36.6894519,126.8400783,2024-08-07,4610000,충청남도 예산군
산성2리야외운동기구,산성2리,기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,충청남도 예산군 예산읍 산성금오실길 65-1,,예산읍행정복지센터,총무팀,041-339-8981,,36.69297841,126.8467487,2024-08-07,4610000,충청남도 예산군
